Asset Id;Name;IP Addresses;Modules;OS;Last Logged-In User;Last Inventory;Activity;NetBIOS Name;Sources;Tags
19529455;SPRDAPIAMGRU09.gru.local;172.31.50.213;VM,SCA,PM,CSAM;Microsoft Windows Server 2016 Standard 10.0.14393 64-bit N/A Build 14393 UBR 7876;GRU\sistemas.gru;16 May 2025 05:58AM GMT-0300;Inventory Scan Complete;SPRDAPIAMGRU09;Cloud Agent;Cloud Agent, GRU_ACN_2-Menor, GRU-GERAL, GRU_CAT_ACN-IAM
180907267;172.31.52.107;172.31.52.107;VM,CSAM;Ubuntu / Tiny Core Linux / Linux 2.6.x / IBM ASM / HP StoreOnce / F5 Networks Big-IP;'-;'-;Scanned;;;AG_GRU_Homologação
109490512;SPRDBDDACGRU01;fe80:0:0:0:250:56ff:fe9d:3e10,192.168.40.134;VM,SCA,PM,CSAM;CentOS 6.7;root;16 May 2025 04:46AM GMT-0300;Inventory Scan Complete;;Cloud Agent;Cloud Agent, GRU-GERAL, GRU-CAT-Servidores
24876716;sprdapagpmgru01.gru.local;172.31.50.108;VM,SCA,PM,CSAM;Microsoft Windows Server 2012 R2 Datacenter 6.3.9600 64-bit N/A Build 9600 UBR 19377;GRU\sistemas.gru;16 May 2025 04:37AM GMT-0300;Inventory Scan Complete;SPRDAPAGPMGRU01;Cloud Agent;Cloud Agent, GRU-GERAL, GRU-CAT-Servidores
204076030;10.36.52.18;10.36.52.18;VM,CSAM;OS Not Identified;'-;'-;Scanned;;;AG_GRU_Homologação
113068388;sprdbdoragru12;fe80:0:0:0:5fd9:f42e:5705:3693,172.31.49.70;VM,SCA,PM,CSAM;Red Hat Enterprise Linux Server 7.9;root;16 May 2025 06:27AM GMT-0300;Inventory Scan Complete;;Cloud Agent;Cloud Agent, GRU-GERAL, GRU-CAT-Servidores
24907422;SPRDAPBROGRU01.gru.local;fe80:0:0:0:a965:2fde:f267:138c,172.31.50.134;VM,SCA,PM,CSAM;Microsoft Windows Server 2019 Datacenter 10.0.17763 64-bit N/A Build 17763 UBR 3165;GRU\svc-mgmt;16 May 2025 04:07AM GMT-0300;Inventory Scan Complete;SPRDAPBROGRU01;Cloud Agent;Cloud Agent, GRU-GERAL, GRU-CAT-Servidores
24907423;SPRDAPRVGRU01.gru.local;172.31.104.11,fe80:0:0:0:c18d:1879:2123:8594,172.31.50.135;VM,SCA,PM,CSAM;Microsoft Windows Server 2008 R2 Standard 6.1.7601 64-bit Service Pack 1 Build 7601 UBR 24544;gru\svc-relogios;16 May 2025 05:49AM GMT-0300;Inventory Scan Complete;SPRDAPRVGRU01;Cloud Agent;Cloud Agent, GRU-GERAL, GRU-CAT-Servidores
20960984;SHOMDCGRU01.gru.local;10.36.52.221;VM,SCA,PM,CSAM;Microsoft Windows Server 2016 Datacenter 10.0.14393 64 bits N/A Build 14393 UBR 2248;GRU\svc-hvmware;16 May 2025 05:49AM GMT-0300;Inventory Scan Complete;SHOMDCGRU01;Cloud Agent;Cloud Agent, GRU-GERAL, GRU-CAT-Servidores
203277301;10.36.52.130;10.36.52.130;VM,CSAM;VMware ESX Server;'-;'-;Scanned;;;AG_GRU_Homologação
190289083;SHOMAPPHPIGRU01;172.31.52.247;VM,SCA,CSAM;Red Hat Enterprise Linux 9.6;sysgru;16 May 2025 04:57AM GMT-0300;Inventory Scan Complete;;Cloud Agent;Cloud Agent, GRU-GERAL, GRU-CAT-Servidores
107409819;SPRDCCTVGRU09.gru.local;10.36.57.41,10.36.61.50,fe80:0:0:0:dc0:882:74e0:98f5,10.36.57.43,10.36.57.42,fe80:0:0:0:ac63:a65a:1e46:5226,10.36.57.46,10.36.57.45,10.36.57.44,fe80:0:0:0:a15d:2a29:4a88:363,10.36.60.50;VM,SCA,PM,CSAM;Microsoft Windows Server 2019 Standard 10.0.17763 64-bit N/A Build 17763 UBR 5458;GRU\felipe.canosa;16 May 2025 04:17AM GMT-0300;Inventory Scan Complete;SPRDCCTVGRU09;Cloud Agent;Cloud Agent, GRU_ACN_4-Perigoso, GRU-GERAL, GRU_CAT_ACN-CFTV
193143934;10.36.52.81;10.36.52.81;VM,CSAM;Ubuntu/Linux;'-;'-;Scanned;;;AG_GRU_Homologação
101743087;SPRDAPINVGRU01.gru.local;172.31.57.54;VM,SCA,PM,CSAM;Microsoft Windows Server 2016 Datacenter 10.0.14393 64-bit N/A Build 14393 UBR 5066;GRU\sistemas.gru;16 May 2025 02:46AM GMT-0300;Inventory Scan Complete;SPRDAPINVGRU01;Cloud Agent;Cloud Agent, GRU_ACN_4-Perigoso, GRU-GERAL, GRU_CAT_ACN-CFTV
