Asset Id;Name;IP Addresses;Modules;OS;Last Logged-In User;Last Inventory;Activity;NetBIOS Name;Sources;Tags
17747957;shomapotrsgru01;10.36.52.49;VM,SCA,PM,CSAM;Ubuntu Linux 20.04.6;root;15 May 2025 08:25PM GMT-0300;Inventory Scan Complete;;Cloud Agent;Cloud Agent, GRU-GERAL, GRU-CAT-Servidores
193142136;10.36.52.78;10.36.52.78;VM,CSAM;VMware ESX Server;'-;'-;Scanned;;;AG_GRU_Homologação
193142143;10.36.52.241;10.36.52.241;VM,CSAM;VMware ESX Server;'-;'-;Scanned;;;AG_GRU_Homologação
193142142;172.31.52.180;172.31.52.180;VM,CSAM;VMware ESX Server;'-;'-;Scanned;;;AG_GRU_Homologação
193174909;172.31.52.138;172.31.52.138;VM,CSAM;VMware ESX Server;'-;'-;Scanned;;;AG_GRU_Homologação
193174908;172.31.52.18;172.31.52.18;VM,CSAM;VMware ESX Server;'-;'-;Scanned;;;AG_GRU_Homologação
193143939;172.31.52.11;172.31.52.11;VM,CSAM;VMware ESX Server;'-;'-;Scanned;;;AG_GRU_Homologação
109197702;sprdapzbpxgru01;fe80:0:0:0:250:56ff:feb6:1a82,172.16.253.84;VM,SCA,PM,CSAM;Ubuntu Linux 20.04.6;root;15 May 2025 07:57PM GMT-0300;Inventory Scan Complete;;Cloud Agent;Cloud Agent, GRU-GERAL, GRU-CAT-Servidores
19523118;SPRDSQLGRU18.gru.local;10.1.2.51,172.31.50.41,169.254.32.190,fe80:0:0:0:1ca7:6d76:d078:20be,172.31.50.42,169.254.2.8,fe80:0:0:0:b0e2:8bfd:3120:6838;VM,SCA,PM,CSAM;Microsoft Windows Server 2016 Standard 10.0.14393 64 bits N/A Build 14393 UBR 3930;GRU\cleber.malaquias;16 May 2025 06:35AM GMT-0300;Inventory Scan Complete;SPRDSQLGRU18;Cloud Agent;Cloud Agent, GRU-GERAL, GRU-CAT-Servidores
193143940;10.36.52.79;10.36.52.79;VM,CSAM;VMware ESX Server;'-;'-;Scanned;;;AG_GRU_Homologação
16150526;SHOMAPBFGRU01.gru.local;10.36.52.34;VM,SCA,PM,CSAM;Microsoft Windows Server 2019 Standard 10.0.17763 64-bit N/A Build 17763 UBR 7314;Administrator;16 May 2025 02:03AM GMT-0300;Inventory Scan Complete;SHOMAPBFGRU01;Cloud Agent;Cloud Agent, GRU-GERAL, GRU-CAT-Servidores
21139018;SHOMAPIAMGRU03.gru.local;10.36.52.9;VM,SCA,PM,CSAM;Microsoft Windows Server 2016 Standard 10.0.14393 64 bits N/A Build 14393 UBR 8066;GRU\svc-hvmware;16 May 2025 06:34AM GMT-0300;Inventory Scan Complete;SHOMAPIAMGRU03;Cloud Agent;Cloud Agent, GRU-GERAL, GRU-CAT-Servidores
193143944;172.31.52.171;172.31.52.171;VM,CSAM;VMware ESX Server;'-;'-;Scanned;;;AG_GRU_Homologação
124160106;SPRDAPPVGRU02;192.168.1.44;VM,SCA,PM,CSAM;Microsoft Windows Server 2008 R2 Enterprise 6.1.7601 64-bit Service Pack 1 Build 7601 UBR 23741;Administrator;16 May 2025 05:04AM GMT-0300;Inventory Scan Complete;SPRDAPPVGRU02;Cloud Agent;Cloud Agent, GRU_ACN_3-Maior, GRU-GERAL, GRU_CAT_ACN-CMS
193143951;172.31.52.244;172.31.52.244;VM,CSAM;VMware ESX Server;'-;'-;Scanned;;;AG_GRU_Homologação
65273070;SPRDSKPPCGRU04;fe80:0:0:0:1498:cb03:a0f1:1fe9,172.31.48.26;VM,SCA,PM,CSAM;Microsoft Windows Server 2016 Standard 10.0.14393 64-bit N/A Build 14393 UBR 6529;SD1950237\1950237_parkuser;16 May 2025 02:15AM GMT-0300;Inventory Scan Complete;1950237-104;Cloud Agent;Cloud Agent, GRU_ACN_4-Perigoso, GRU-GERAL, GRU_CAT_ACN-ESTACIONAMENTO
65305833;SPRDSKPPCGRU08;fe80:0:0:0:e16d:b971:c8cd:1dd6,172.31.48.30;VM,SCA,PM,CSAM;Microsoft Windows Server 2016 Standard 10.0.14393 64-bit N/A Build 14393 UBR 6529;SD1950237\1950237_parkuser;16 May 2025 07:33AM GMT-0300;Inventory Scan Complete;1950237-108;Cloud Agent;Cloud Agent, GRU_ACN_4-Perigoso, GRU-GERAL, GRU_CAT_ACN-ESTACIONAMENTO
110188956;WIN-262G2JIQA0A;172.31.50.79;VM,SCA,PM,CSAM;Microsoft Windows Server 2019 Standard 10.0.17763 64-bit N/A Build 17763 UBR 6054;alpha;16 May 2025 06:39AM GMT-0300;Inventory Scan Complete;SPRDAPPEAGRU01;Cloud Agent;Cloud Agent, GRU-GERAL, GRU-CAT-Servidores
193143950;10.36.52.119;10.36.52.119;VM,CSAM;VMware ESX Server;'-;'-;Scanned;;;AG_GRU_Homologação
204157755;10.36.52.144;10.36.52.144;VM,CSAM;EulerOS / Ubuntu / Fedora / Tiny Core Linux / Linux 3.x / IBM / FortiSOAR / F5 Networks Big-IP;'-;'-;Scanned;;;AG_GRU_Homologação
24374882;SPRDAPWEBGRU01.gru.local;172.31.49.227;VM,SCA,PM,CSAM;Microsoft Windows Server 2008 R2 Enterprise 6.1.7601 64-bit Service Pack 1 Build 7601 UBR 24385;GRU\sistemas.gru;16 May 2025 03:02AM GMT-0300;Inventory Scan Complete;SPRDAPWEBGRU01;Cloud Agent;Cloud Agent, GRU_ACN_5-Catastrofico, GRU-GERAL, GRU_CAT_ACN-AMS
20117024;SPRDBKPPSTGRU01.gru.local;172.31.50.192,fe80:0:0:0:c9e9:1641:2eb9:4d0a;VM,SCA,PM,CSAM;Microsoft Windows Server 2022 Standard 10.0.20348 64-bit N/A Build 20348 UBR 2322;GRU\eduardo.silva;16 May 2025 06:25AM GMT-0300;Inventory Scan Complete;SPRDBKPPSTGRU01;Cloud Agent;Cloud Agent, GRU-GERAL, GRU-CAT-Servidores
193143961;shomapwbgru01.gru.local;10.36.52.54;VM,CSAM;VMware ESX Server;'-;'-;Scanned;;;AG_GRU_Homologação
189414481;SHOMAPGPROGRU01;172.31.52.242;VM,SCA,CSAM;Red Hat Enterprise Linux 9.6;sysgru;15 May 2025 11:00PM GMT-0300;Inventory Scan Complete;;Cloud Agent;Cloud Agent, GRU-GERAL, GRU-CAT-Servidores
20893218;sprdbdoragru05.gru.local;172.31.49.143,172.31.49.144,172.31.49.92,fe80:0:0:0:baca:3aff:fe35:19e8,169.254.196.231,172.31.49.142,10.1.1.18;VM,SCA,PM,CSAM;Red Hat Enterprise Linux Server 6.10;root;16 May 2025 02:48AM GMT-0300;Inventory Scan Complete;;Cloud Agent;Cloud Agent, GRU_ACN_5-Catastrofico, GRU-GERAL, GRU_CAT_ACN-CMS
65305848;SPRDSKPPCGRU12;172.31.48.34,fe80:0:0:0:b423:d6b6:14ba:8659;VM,SCA,PM,CSAM;Microsoft Windows Server 2016 Standard 10.0.14393 64-bit N/A Build 14393 UBR 6529;SD1950237\1950237_parkuser;16 May 2025 03:01AM GMT-0300;Inventory Scan Complete;1950237-112;Cloud Agent;Cloud Agent, GRU_ACN_4-Perigoso, GRU-GERAL, GRU_CAT_ACN-ESTACIONAMENTO
96354978;sprdapecgru05;172.31.49.166,fe80:0:0:0:569f:35ff:fe71:d948;VM,SCA,PM,CSAM;Red Hat Enterprise Linux Server 6.10;root;15 May 2025 09:36PM GMT-0300;Inventory Scan Complete;;Cloud Agent;Cloud Agent, GRU_ACN_5-Catastrofico, GRU-GERAL, GRU_CAT_ACN-SAP
131772614;SPRDAPRPGRU14;192.168.0.28,192.168.0.26;VM,SCA,PM,CSAM;Red Hat Enterprise Linux 9.6;sysgru;15 May 2025 10:25PM GMT-0300;Inventory Scan Complete;;Cloud Agent;Cloud Agent, GRU_ACN_2-Menor, GRU-GERAL, GRU_CAT_ACN-AMS
96996053;GRU-NOC-HW8JLZ1.gru.local;172.31.131.19,fe80:0:0:0:e0cc:306f:dc85:6f67;VM,SCA,PM,CSAM;Microsoft Windows 10 Pro 10.0.19045 64 bits N/A Build 19045 UBR 4529;GRU\renato.andrade;16 May 2025 02:47AM GMT-0300;Inventory Scan Complete;GRU-NOC-HW8JLZ1;Cloud Agent;Cloud Agent, GRU-GERAL, GRU-CAT-Workstation
99902166;SPRDAPBMSGRUB.gru.local;172.31.49.94;VM,SCA,PM,CSAM;Microsoft Windows Server 2008 R2 Standard 6.1.7601 64-bit Service Pack 1 Build 7601 UBR 24356;Administrator;17 Mar 2025 08:26PM GMT-0300;VM Manifest Downloaded;SPRDAPBMSGRUB;Cloud Agent;Cloud Agent, GRU-GERAL, GRU-CAT-Servidores
193143969;shomvmgru02.gru.local;10.36.52.5;VM,CSAM;VMware ESXi 6.5.0 build 13004031;'-;'-;Scanned;;;AG_GRU_Homologação
189129836;SPRDBDHSQLGRU09.gru.local;fe80:0:0:0:1c49:44ef:9bd8:e597,169.254.2.182,172.31.62.102,1.1.1.161,172.31.49.102,fe80:0:0:0:be1a:a44f:64fa:a983;VM,SCA,CSAM;Microsoft Windows Server 2022 Datacenter 10.0.20348 64-bit N/A Build 20348 UBR 3328;Administrator;16 May 2025 06:54AM GMT-0300;Inventory Scan Complete;SPRDBDHSQLGRU09;Cloud Agent;Cloud Agent, GRU-GERAL, GRU-CAT-Servidores
193184938;172.31.52.166;172.31.52.166;VM,CSAM;VMware ESX Server;'-;'-;Scanned;;;AG_GRU_Homologação
24581724;SHOMFSQAGRU01.gru.local;10.36.52.103;VM,SCA,PM,CSAM;Microsoft Windows Server 2019 Standard 10.0.17763 64-bit N/A Build 17763 UBR 7314;Administrator;16 May 2025 03:00AM GMT-0300;Inventory Scan Complete;SHOMFSQAGRU01;Cloud Agent;Cloud Agent, GRU-GERAL, GRU-CAT-Servidores
25552558;sprdapsmgru01;172.31.49.146,fe80:0:0:0:569f:35ff:fe73:fc8,10.1.1.81,fe80:0:0:0:569f:35ff:fe73:ba2;VM,SCA,PM,CSAM;Red Hat Enterprise Linux Server 6.10;root;15 May 2025 08:03PM GMT-0300;Manifest Downloaded;;Cloud Agent;Cloud Agent, GRU_ACN_4-Perigoso, GRU-GERAL, GRU_CAT_ACN-SAP
193184936;172.31.52.172;172.31.52.172;VM,CSAM;VMware ESX Server;'-;'-;Scanned;;;AG_GRU_Homologação
193184941;10.36.52.179;10.36.52.179;VM,CSAM;VMware ESX Server;'-;'-;Scanned;;;AG_GRU_Homologação
193184940;172.31.52.149;172.31.52.149;VM,CSAM;VMware ESX Server;'-;'-;Scanned;;;AG_GRU_Homologação
193184951;10.36.52.185;10.36.52.185;VM,CSAM;VMware ESX Server;'-;'-;Scanned;;;AG_GRU_Homologação
198065400;SPRDAPCMSP01;172.31.49.181,fe80:0:0:0:250:56ff:fea3:8c54;VM,SCA,CSAM;Red Hat Enterprise Linux 9.6;sysgru;15 May 2025 09:41PM GMT-0300;Inventory Scan Complete;;Cloud Agent;Cloud Agent, GRU_ACN_3-Maior, GRU-GERAL, GRU_CAT_ACN-CMS
193184953;sias1-gru.gru.local;10.36.52.105;VM,CSAM;VMware ESX Server;'-;'-;Scanned;;;AG_GRU_Homologação
193516722;SPRDAPESBGRU12;172.31.50.155;VM,SCA,CSAM;Microsoft Windows Server 2022 Datacenter 10.0.20348 64-bit N/A Build 20348 UBR 3453;GRU\sistemas.gru;16 May 2025 02:32AM GMT-0300;Inventory Scan Complete;SPRDAPRIMAGRU01;Cloud Agent;Cloud Agent, GRU-GERAL, GRU-CAT-Servidores
21507699;SPRDTSQGRU01.gru.local;fe80:0:0:0:91ab:a329:ef07:6dbc,172.31.50.173;VM,SCA,PM,CSAM;Microsoft Windows Server 2022 Standard 10.0.20348 64-bit N/A Build 20348 UBR 2031;GRU\svc-mgmt;16 May 2025 05:25AM GMT-0300;Inventory Scan Complete;SPRDTSQGRU01;Cloud Agent;Cloud Agent, GRU-GERAL, GRU-CAT-Servidores
193191102;10.36.52.137;10.36.52.137;VM,CSAM;OS Not Identified;'-;'-;Scanned;;;AG_GRU_Homologação
193191107;10.36.52.61;10.36.52.61;VM,CSAM;VMware ESX Server;'-;'-;Scanned;;;AG_GRU_Homologação
193191111;10.36.52.59;10.36.52.59;VM,CSAM;VMware ESX Server;'-;'-;Scanned;;;AG_GRU_Homologação
193191110;172.31.52.14;172.31.52.14;VM,CSAM;VMware ESX Server;'-;'-;Scanned;;;AG_GRU_Homologação
193191115;10.36.52.194;10.36.52.194;VM,CSAM;VMware ESX Server;'-;'-;Scanned;;;AG_GRU_Homologação
193191113;10.36.52.187;10.36.52.187;VM,CSAM;VMware ESX Server;'-;'-;Scanned;;;AG_GRU_Homologação
48305578;SPRDVCRPTGRU01.gru.local;172.31.62.133,172.31.49.133,fe80:0:0:0:217c:6161:a9f8:110d;VM,SCA,PM,CSAM;Microsoft Windows Server 2019 Datacenter 10.0.17763 64-bit N/A Build 17763 UBR 6775;Administrator;16 May 2025 02:12AM GMT-0300;Inventory Scan Complete;SPRDVCRPTGRU01;Cloud Agent;Cloud Agent, GRU_ACN_1-Insignificante, GRU-GERAL, GRU_CAT_ACN-AMS
193191112;172.31.52.148;172.31.52.148;VM,CSAM;VMware ESX Server;'-;'-;Scanned;;;AG_GRU_Homologação
84582980;SPRDZBGRU02;172.31.62.11,172.16.253.69,fe80:0:0:0:250:56ff:fe92:5051,fe80:0:0:0:250:56ff:fea3:b2d4;VM,SCA,PM,CSAM;Ubuntu Linux 24.04.2;root;16 May 2025 02:47AM GMT-0300;Inventory Scan Complete;;Cloud Agent;Cloud Agent, GRU_ACN_4-Perigoso, GRU-GERAL, GRU_CAT_ACN-INFRACRITICA
24901161;SPRDAPPSGRU03.gru.local;172.31.50.129;VM,SCA,PM,CSAM;Microsoft Windows Server 2016 Standard 10.0.14393 64-bit N/A Build 14393 UBR 7606;GRU\sistemas.gru;16 May 2025 04:58AM GMT-0300;Inventory Scan Complete;SPRDAPPSGRU03;Cloud Agent;Cloud Agent, GRU-GERAL, GRU-CAT-Servidores
193191120;10.36.52.147;10.36.52.147;VM,CSAM;VMware ESX Server;'-;'-;Scanned;;;AG_GRU_Homologação
24505901;sprdapsatgru01.gru.local;fe80:0:0:0:18c5:8761:3876:6077,172.31.49.248;VM,SCA,PM,CSAM;Microsoft Windows Server 2012 R2 Datacenter 6.3.9600 64-bit N/A Build 9600 UBR 19377;GRU\svc-nfsat;26 Sep 2024 05:24PM GMT-0300;Manifest Downloaded;SPRDAPSATGRU01;Cloud Agent;Cloud Agent, GRU-GERAL, GRU-CAT-Servidores
115794363;shomapprmgru01;10.36.52.134,fe80:0:0:0:250:56ff:fe8a:8987;VM,SCA,PM,CSAM;Ubuntu Linux 22.04.5;sysgru;15 May 2025 09:28PM GMT-0300;Manifest Downloaded;;Cloud Agent;Cloud Agent, GRU-GERAL, GRU-CAT-Servidores
193172702;172.31.52.35;172.31.52.35;VM,CSAM;VMware ESX Server;'-;'-;Scanned;;;AG_GRU_Homologação
193172700;10.36.52.51;10.36.52.51;VM,CSAM;VMware ESX Server;'-;'-;Scanned;;;AG_GRU_Homologação
149675915;SPRDNTDGRU03;fe80:0:0:0:0:0:0:1,fe80:0:0:0:482b:17ff:fe49:21b9,172.16.253.92,fe80:0:0:0:250:56ff:fe9d:4925;VM,SCA,PM,CSAM;Ubuntu Linux 16.04.7;sysgru;16 May 2025 01:28PM GMT-0300;Inventory Scan Complete;;Cloud Agent;Cloud Agent, GRU-GERAL
65303685;SPRDSKESBGRU01;fe80:0:0:0:cb2b:7e3:4833:248f,192.168.1.108;VM,SCA,PM,CSAM;Microsoft Windows 10 Pro 10.0.19045 64-bit N/A Build 19045 UBR 5854;SD1950237\Administrator;16 May 2025 02:51AM GMT-0300;Inventory Scan Complete;E-SD;Cloud Agent;Cloud Agent, GRU_ACN_4-Perigoso, GRU-GERAL, GRU_CAT_ACN-ESTACIONAMENTO
193172706;172.31.52.231;172.31.52.231;VM,CSAM;VMware ESX Server;'-;'-;Scanned;;;AG_GRU_Homologação
193172705;172.31.52.70;172.31.52.70;VM,CSAM;VMware ESX Server;'-;'-;Scanned;;;AG_GRU_Homologação
193172715;10.36.52.245;10.36.52.245;VM,CSAM;VMware ESX Server;'-;'-;Scanned;;;AG_GRU_Homologação
23924225;SPRDAPSCOGRU02.gru.local;172.31.49.218;VM,SCA,PM,CSAM;Microsoft Windows Server 2008 R2 Enterprise 6.1.7601 64-bit Service Pack 1 Build 7601 UBR 24055;Administrator;15 May 2025 09:48PM GMT-0300;Inventory Scan Complete;SPRDAPSCOGRU02;Cloud Agent;Cloud Agent, GRU-GERAL, GRU-CAT-Servidores
20192857;SINTELI1-GRU.gru.local;172.31.50.168,fe80:0:0:0:c45f:ad1:ac16:f91b;VM,SCA,PM,CSAM;Microsoft Windows Server 2008 R2 Standard 6.1.7601 64-bit Service Pack 1 Build 7601 UBR 24055;Administrator;16 May 2025 02:54AM GMT-0300;Inventory Scan Complete;SINTELI1-GRU;Cloud Agent;Cloud Agent, GRU-GERAL, GRU-CAT-Servidores
20311623;SPRDAPEGTGRU03.gru.local;172.31.49.62;VM,SCA,PM,CSAM;Microsoft Windows Server 2012 Datacenter 6.2.9200 64-bit N/A Build 9200 UBR 23255;gru.local\adm-marcio.campos.t;16 May 2025 03:57AM GMT-0300;Inventory Scan Complete;SPRDAPEGTGRU03;Cloud Agent;Cloud Agent, GRU_ACN_4-Perigoso, GRU-GERAL, GRU_CAT_ACN-EGATE
111647189;SPRDAPRMAGRU05.GRU.LOCAL;172.31.50.145,fe80:0:0:0:250:56ff:fe9d:ea47;VM,SCA,PM,CSAM;Ubuntu Linux 20.04.1;root;16 May 2025 04:39AM GMT-0300;Inventory Scan Complete;;Cloud Agent;Cloud Agent, GRU-GERAL, GRU-CAT-Servidores
193172720;172.31.52.232;172.31.52.232;VM,CSAM;VMware ESX Server;'-;'-;Scanned;;;AG_GRU_Homologação
101716324;SPRDAPINVGRU02.gru.local;172.31.57.55;VM,SCA,PM,CSAM;Microsoft Windows Server 2016 Datacenter 10.0.14393 64-bit N/A Build 14393 UBR 5066;GRU\sistemas.gru;16 May 2025 05:17AM GMT-0300;Inventory Scan Complete;SPRDAPINVGRU02;Cloud Agent;Cloud Agent, GRU_ACN_4-Perigoso, GRU-GERAL, GRU_CAT_ACN-CFTV
24610306;SHOMBDOTRSGRU01.GRU.LOCAL;10.36.52.128;VM,SCA,PM,CSAM;Ubuntu Linux 20.04.6;root;15 Apr 2025 12:24PM GMT-0300;Inventory Scan Complete;SHOMBDOTRSGRU01;Cloud Agent;Cloud Agent, GRU-GERAL, GRU-CAT-Servidores
193172725;10.36.52.218;10.36.52.218;VM,CSAM;VMware ESX Server;'-;'-;Scanned;;;AG_GRU_Homologação
193172724;172.31.52.114;172.31.52.114;VM,CSAM;VMware ESX Server;'-;'-;Scanned;;;AG_GRU_Homologação
193172728;172.31.52.82;172.31.52.82;VM,CSAM;VMware ESX Server;'-;'-;Scanned;;;AG_GRU_Homologação
20192841;GRU-VMSLOT-AMS.gru.local;172.31.50.161;VM,SCA,PM,CSAM;Microsoft Windows 7 Professional 6.1.7601 64-bit Service Pack 1 Build 7601 UBR 24544;GRU\leandro.jesus.t;16 May 2025 03:19AM GMT-0300;Inventory Scan Complete;GRU-VMSLOT-AMS;Cloud Agent;Cloud Agent, GRU-GERAL, GRU-CAT-Servidores
131557546;SPRDAPIHSGRU03;192.168.0.55,fe80:0:0:0:250:56ff:fea3:79bb;VM,SCA,PM,CSAM;Red Hat Enterprise Linux 9.6;sysgru;16 May 2025 03:58AM GMT-0300;Inventory Scan Complete;;Cloud Agent;Cloud Agent, GRU-GERAL, GRU-CAT-Servidores
19242661;SPRDCCTVGRU29.gru.local;10.36.60.103,10.36.61.103,10.36.57.121,10.36.57.122,10.36.57.120,10.36.57.103;VM,SCA,PM,CSAM;Microsoft Windows Server 2019 Standard 10.0.17763 64-bit N/A Build 17763 UBR 4499;GRU\svc-sql-cluster;16 May 2025 05:12AM GMT-0300;Inventory Scan Complete;SPRDCCTVGRU29;Cloud Agent;Cloud Agent, GRU_ACN_4-Perigoso, GRU-GERAL, GRU_CAT_ACN-CFTV
193149954;172.31.52.170;172.31.52.170;VM,CSAM;VMware ESX Server;'-;'-;Scanned;;;AG_GRU_Homologação
193176577;10.36.52.182;10.36.52.182;VM,CSAM;EulerOS / Ubuntu / Fedora / Tiny Core Linux / Linux 3.x / IBM / FortiSOAR / F5 Networks Big-IP;'-;'-;Scanned;;;AG_GRU_Homologação
193174535;172.31.52.243;172.31.52.243;VM,CSAM;VMware ESX Server;'-;'-;Scanned;;;AG_GRU_Homologação
25523726;SPRDAPMPMGRU01.gru.local;172.31.50.102,fe80:0:0:0:6073:ea83:289c:89a6;VM,SCA,PM,CSAM;Microsoft Windows Server 2016 Datacenter 10.0.14393 64-bit N/A Build 14393 UBR 7969;GRU\daniel.reis.t;16 May 2025 03:22AM GMT-0300;Inventory Scan Complete;SPRDAPMPMGRU01;Cloud Agent;Cloud Agent, GRU-GERAL, GRU-CAT-Servidores
193174536;172.31.52.213;172.31.52.213;VM,CSAM;VMware ESX Server;'-;'-;Scanned;;;AG_GRU_Homologação
19242666;SPRDCCTVGRU30.gru.local;10.36.60.104,10.36.57.104,10.36.57.123,10.36.57.124,10.36.57.125,fe80:0:0:0:1db8:47ab:7e0e:a929,10.36.61.104;VM,SCA,PM,CSAM;Microsoft Windows Server 2019 Standard 10.0.17763 64-bit N/A Build 17763 UBR 4645;GRU\svc-sql-cluster;16 May 2025 07:15AM GMT-0300;Inventory Scan Complete;SPRDCCTVGRU30;Cloud Agent;Cloud Agent, GRU_ACN_4-Perigoso, GRU-GERAL, GRU_CAT_ACN-CFTV
195144754;SPRDBDHSQLGRU12.gru.local;172.31.49.52,172.31.62.52;VM,SCA,CSAM;Microsoft Windows Server 2022 Datacenter 10.0.20348 64-bit N/A Build 20348 UBR 3453;Administrator;16 May 2025 05:47AM GMT-0300;Inventory Scan Complete;SPRDBDHSQLGRU12;Cloud Agent;Cloud Agent, GRU_ACN_4-Perigoso, GRU-GERAL, GRU_CAT_ACN-INFRACRITICA
114356548;SPRDAPOCSGRU01;fe80:0:0:0:250:56ff:fe9d:1a13,172.16.253.89;VM,SCA,PM,CSAM;Debian Linux 10.13;sysgru;16 May 2025 02:00PM GMT-0300;Inventory Scan Complete;;Cloud Agent;Cloud Agent, GRU-GERAL, GRU-CAT-Servidores
193174551;smd-hom.gru.com.br;10.36.52.204;VM,CSAM;VMware ESX Server;'-;'-;Scanned;;;AG_GRU_Homologação
45487393;SHOMAPWSGRU03.gru.local;10.36.52.107;VM,SCA,PM,CSAM;Microsoft Windows Server 2019 Standard 10.0.17763 64-bit N/A Build 17763 UBR 7314;GRU\svc-hvmware;16 May 2025 03:32AM GMT-0300;Inventory Scan Complete;SHOMAPWSGRU03;Cloud Agent;Cloud Agent, GRU-GERAL, GRU-CAT-Servidores
193174548;172.31.52.158;172.31.52.158;VM,CSAM;VMware ESX Server;'-;'-;Scanned;;;AG_GRU_Homologação
193174553;172.31.52.3;172.31.52.3;VM,CSAM;VMware ESX Server;'-;'-;Scanned;;;AG_GRU_Homologação
193174552;172.31.52.147;172.31.52.147;VM,CSAM;VMware ESX Server;'-;'-;Scanned;;;AG_GRU_Homologação
70181810;SPRDSQLGRU23.gru.local;10.1.2.60,172.31.50.127,fe80:0:0:0:c71c:cb81:38a2:5e6f,169.254.2.165;VM,SCA,PM,CSAM;Microsoft Windows Server 2019 Standard 10.0.17763 64-bit N/A Build 17763 UBR 7314;GRU\leandro.jesus.t;16 May 2025 05:47AM GMT-0300;Inventory Scan Complete;SPRDSQLGRU23;Cloud Agent;Cloud Agent, GRU-GERAL, GRU-CAT-Servidores
193147932;172.31.52.155;172.31.52.155;VM,CSAM;VMware ESX Server;'-;'-;Scanned;;;AG_GRU_Homologação
193174556;172.31.52.91;172.31.52.91;VM,CSAM;VMware ESX Server;'-;'-;Scanned;;;AG_GRU_Homologação
101716400;SPRDAPINVGRU03.gru.local;172.31.57.56;VM,SCA,PM,CSAM;Microsoft Windows Server 2016 Datacenter 10.0.14393 64-bit N/A Build 14393 UBR 5066;GRU\sistemas.gru;16 May 2025 07:23AM GMT-0300;Inventory Scan Complete;SPRDAPINVGRU03;Cloud Agent;Cloud Agent, GRU_ACN_4-Perigoso, GRU-GERAL, GRU_CAT_ACN-CFTV
193147938;172.31.52.98;172.31.52.98;VM,CSAM;VMware ESX Server;'-;'-;Scanned;;;AG_GRU_Homologação
193147937;172.31.52.201;172.31.52.201;VM,CSAM;VMware ESX Server;'-;'-;Scanned;;;AG_GRU_Homologação
193147936;nossohubh.gru.com.br;10.36.52.242;VM,CSAM;VMware ESX Server;'-;'-;Scanned;;;AG_GRU_Homologação
193147942;shomsqlvonegru01.gru.local;10.36.52.161;VM,CSAM;VMware ESX Server;'-;'-;Scanned;;;AG_GRU_Homologação
193147945;172.31.52.71;172.31.52.71;VM,CSAM;VMware ESX Server;'-;'-;Scanned;;;AG_GRU_Homologação
25523754;SPRDAPBBGRU01.gru.local;172.31.50.159,fe80:0:0:0:d45d:5009:c0b1:2462;VM,SCA,PM,CSAM;Microsoft Windows Server 2016 Datacenter 10.0.14393 64-bit N/A Build 14393 UBR 8066;GRU\svc-edi;16 May 2025 03:10AM GMT-0300;Inventory Scan Complete;SPRDAPBBGRU01;Cloud Agent;Cloud Agent, GRU_ACN_5-Catastrofico, GRU-GERAL, GRU_CAT_ACN-TARIFAGRU
65297488;SPRDSKPPCGRU10;172.31.48.32,fe80:0:0:0:29df:dd42:9573:d4c9;VM,SCA,PM,CSAM;Microsoft Windows Server 2016 Standard 10.0.14393 64-bit N/A Build 14393 UBR 6529;SD1950237\1950237_parkuser;16 May 2025 05:20AM GMT-0300;Inventory Scan Complete;1950237-110;Cloud Agent;Cloud Agent, GRU_ACN_4-Perigoso, GRU-GERAL, GRU_CAT_ACN-ESTACIONAMENTO
193147956;10.36.52.201;10.36.52.201;VM,CSAM;VMware ESX Server;'-;'-;Scanned;;;AG_GRU_Homologação
65303642;SPRDSKPPCGRU07;fe80:0:0:0:ed9f:c89f:e9b7:318a,172.31.48.29;VM,SCA,PM,CSAM;Microsoft Windows Server 2016 Standard 10.0.14393 64-bit N/A Build 14393 UBR 6529;SD1950237\1950237_parkuser;16 May 2025 06:27AM GMT-0300;Inventory Scan Complete;1950237-107;Cloud Agent;Cloud Agent, GRU_ACN_4-Perigoso, GRU-GERAL, GRU_CAT_ACN-ESTACIONAMENTO
127985761;SPRDMYSQLGRU03;172.31.49.234,fe80:0:0:0:250:56ff:fea3:ca84;VM,SCA,PM,CSAM;Ubuntu Linux 24.04.1;sysgru;16 May 2025 04:55AM GMT-0300;Inventory Scan Complete;;Cloud Agent;Cloud Agent, GRU-GERAL, GRU-CAT-Servidores
48305443;SPRDVCAPVGRU01.gru.local;172.31.49.131;VM,SCA,PM,CSAM;Microsoft Windows Server 2019 Datacenter 10.0.17763 64-bit N/A Build 17763 UBR 6775;GRU\sistemas.gru;16 May 2025 06:16AM GMT-0300;Inventory Scan Complete;SPRDVCAPVGRU01;Cloud Agent;Cloud Agent, GRU_ACN_5-Catastrofico, GRU-GERAL, GRU_CAT_ACN-AMS
96872963;sprdappigru02.gru.local;fe80:0:0:0:569f:35ff:fe71:d96f,10.1.1.90,fe80:0:0:0:569f:35ff:fe71:de3f,172.31.49.168;VM,SCA,PM,CSAM;Red Hat Enterprise Linux Server 6.6;sysgru;16 May 2025 12:11AM GMT-0300;Inventory Scan Complete;;Cloud Agent;Cloud Agent, GRU_ACN_1-Insignificante, GRU-GERAL, GRU_CAT_ACN-SAP
